,channel,subscribers,title,views,post_date
0,iJustine,6.89M subscribers,Black Eyed Peas - I gotta Feeling (Parody),18M views,11 years ago
1,iJustine,6.89M subscribers,Cake Decorating Challenge with Ro | Nerdy Nummies | iJustine,12M views,5 years ago
2,iJustine,6.89M subscribers,The Voice of Siri!,11M views,5 years ago
3,iJustine,6.89M subscribers,Ugliest iPhone Cases Ever?,9.4M views,3 years ago
4,iJustine,6.89M subscribers,Making a mini cake with Ro!,9.1M views,3 years ago
5,iJustine,6.89M subscribers,Kesha - Tik Tok (Parody),9M views,11 years ago
6,iJustine,6.89M subscribers,I want a cheeseburger,7.6M views,12 years ago
7,iJustine,6.89M subscribers,The best iPhone App Ever!,7.2M views,13 years ago
8,iJustine,6.89M subscribers,🔥 Tiny Smores Challenge with Ro!,7.2M views,4 years ago
9,iJustine,6.89M subscribers,First in line for iPhone 6 - The Story | iJustine,7.1M views,6 years ago
10,iJustine,6.89M subscribers,iPhone 3Gs Unboxing!,7M views,4 years ago
11,iJustine,6.89M subscribers,Unboxing a SEALED iBook G3 with MKBHD!,7M views,3 years ago
12,iJustine,6.89M subscribers,Gold iPhone 8 Plus Unboxing!,7M views,3 years ago
13,iJustine,6.89M subscribers,Linus Tech Tips INSANE Studio Tour!,6.9M views,3 years ago
14,iJustine,6.89M subscribers,iPhone 11 Unboxing!,6.9M views,1 year ago
15,iJustine,6.89M subscribers,Mac Pro and Pro Display XDR Unboxing!,6.4M views,1 year ago
16,iJustine,6.89M subscribers,iPhone X Unboxing!!!!!!,6.3M views,3 years ago
17,iJustine,6.89M subscribers,Memoji in iOS 12!,6M views,3 years ago
18,iJustine,6.89M subscribers,iPAD PRO UNBOXING!!! | iJustine,5.9M views,5 years ago
19,iJustine,6.89M subscribers,Tiny Chicken Nugget Challenge with Ro!,5.9M views,4 years ago
20,iJustine,6.89M subscribers,BEST and WORST MacBook Cases!!,5.7M views,2 years ago
21,iJustine,6.89M subscribers,iPhone 7 Plus 256GB Jet Black Unboxing | iJustine,5.4M views,4 years ago
22,iJustine,6.89M subscribers,I WANT A PIZZA!!! | iJustine,5.3M views,11 years ago
23,iJustine,6.89M subscribers,NEW SERVER! 150TB server install with Linus!,5.3M views,3 years ago
24,iJustine,6.89M subscribers,Putting doggy in things | iJustine,5.2M views,5 years ago
25,iJustine,6.89M subscribers,Gold iPhone Xs Max Unboxing and review!,5M views,2 years ago
26,iJustine,6.89M subscribers,iMac Pro 18-Core Unboxing!,4.9M views,3 years ago
27,iJustine,6.89M subscribers,✨ Mystery Apple Goodie Bag!,4.9M views,4 years ago
28,iJustine,6.89M subscribers,Apple Store Gingerbread House with Ro | Nerdy Nummies | iJustine,4.9M views,4 years ago
29,iJustine,6.89M subscribers,Gold Apple Watch Series 4 - Unboxing and review!,4.8M views,2 years ago
30,iJustine,6.89M subscribers,iPhone X and iPhone 8!,4.8M views,3 years ago
31,iJustine,6.89M subscribers,Original 2007 iPhone Unboxing!!!,4.7M views,3 years ago
32,iJustine,6.89M subscribers,🐷 Playing Pop the Pig with Ro!,4.7M views,4 years ago
33,iJustine,6.89M subscribers,2020 iPhone SE Unboxing and First Impressions!,4.6M views,1 year ago
34,iJustine,6.89M subscribers,"Katy Perry - ""Teenage Dream"" parody! YOUTUBE DREAM! | iJustine",4.4M views,10 years ago
35,iJustine,6.89M subscribers,AirPods Pro Unboxing and Review!,4.3M views,1 year ago
36,iJustine,6.89M subscribers,iPhone 7!,4.2M views,5 years ago
37,iJustine,6.89M subscribers,HOW TO MAKE A WEDDING CAKE! | iJustine,4.2M views,5 years ago
38,iJustine,6.89M subscribers,"Ke$ha ""Your love is my drug"" music video spoof | iJustine",4.1M views,11 years ago
39,iJustine,6.89M subscribers,Xbox Series X Fridge Unboxing,4.1M views,8 months ago
40,iJustine,6.89M subscribers,NEW 2018 iPad Pro Unboxing! 12.9in Space Gray 1TB!,4.1M views,2 years ago
41,iJustine,6.89M subscribers,She Wolf Shakira SPOOF! What the !@#! is a SHE WOLF??! Parody! | iJustine,4M views,11 years ago
42,iJustine,6.89M subscribers,Microsoft Surface Studio Unboxing!,3.9M views,4 years ago
43,iJustine,6.89M subscribers,🍔 Burger Mania Challenge with Ro!,3.9M views,4 years ago
44,iJustine,6.89M subscribers,iPhone Xs Max and iPhone Xr!,3.8M views,2 years ago
45,iJustine,6.89M subscribers,Valentine's Card DIY Blindfold Challenge with Ro!,3.8M views,4 years ago
46,iJustine,6.89M subscribers,iPhone 12 and 12 Pro Unboxing!,3.7M views,8 months ago
47,iJustine,6.89M subscribers,IPHONE BILL | iJustine,3.7M views,13 years ago
48,iJustine,6.89M subscribers,iPhone 11 Pro Max HANDS-ON!,3.7M views,1 year ago
49,iJustine,6.89M subscribers,10 Years of iPhones | iJustine,3.6M views,4 years ago
50,iJustine,6.89M subscribers,🔥 All iPhone XR Colors!,3.6M views,2 years ago
51,iJustine,6.89M subscribers,This is iPhone X,3.6M views,3 years ago
52,iJustine,6.89M subscribers,Playing Mario Kart 8 Deluxe with MARIO!,3.5M views,4 years ago
53,iJustine,6.89M subscribers,Red iPhone 7 Unboxing + Red Accessories!,3.5M views,4 years ago
54,iJustine,6.89M subscribers,Segway Shoes!!! Segway Drift W1 Unboxing and Review!,3.4M views,2 years ago
55,iJustine,6.89M subscribers,Does Face ID work on iPhone X?,3.4M views,3 years ago
56,iJustine,6.89M subscribers,Google Glass Review | iJustine,3.3M views,8 years ago
57,iJustine,6.89M subscribers,WISDOM TOOTH RIPPED OUT!!!!! | iJustine,3.3M views,11 years ago
58,iJustine,6.89M subscribers,Playing Nintendo Switch with Ro!,3.1M views,4 years ago
59,iJustine,6.89M subscribers,iPhone 11 vs iPhone 1,3.1M views,1 year ago
60,iJustine,6.89M subscribers,GOLD 2018 MacBook Air Unboxing!,3M views,2 years ago
61,iJustine,6.89M subscribers,BIG PROBLEM,3M views,4 years ago
62,iJustine,6.89M subscribers,iPhone X Camera Test!,2.9M views,3 years ago
63,iJustine,6.89M subscribers,2020 MacBook Air Unboxing!,2.9M views,1 year ago
64,iJustine,6.89M subscribers,Nintendo Switch Unboxing,2.8M views,4 years ago
65,iJustine,6.89M subscribers,iPhone SE Unboxing + Review! | iJustine,2.8M views,5 years ago
66,iJustine,6.89M subscribers,I GOT A PUPPY! | iJustine,2.8M views,5 years ago
67,iJustine,6.89M subscribers,iPhone 6 Plus Unboxing! | iJustine,2.8M views,6 years ago
68,iJustine,6.89M subscribers,iPhone XR Coral Unboxing and Review!,2.7M views,2 years ago
69,iJustine,6.89M subscribers,☆無16★ | iJustine,2.7M views,13 years ago
70,iJustine,6.89M subscribers,How to make a Valentine's Emoji Kiss Cake! | iJustine,2.5M views,5 years ago
71,iJustine,6.89M subscribers,Apple Watch Series 5 Unboxing and Review!,2.5M views,1 year ago
72,iJustine,6.89M subscribers,🔪 New Unboxing Knife,2.5M views,4 years ago
73,iJustine,6.89M subscribers,💕 NEW Quartz Pink Razer Blade Laptop + Accessories Unboxing!,2.5M views,2 years ago
74,iJustine,6.89M subscribers,Samsung Galaxy S9+ Unboxing!,2.5M views,3 years ago
75,iJustine,6.89M subscribers,🍕 THESE SHOES ORDER PIZZA!!!! PIZZA HUT SHOES!,2.5M views,4 years ago
76,iJustine,6.89M subscribers,Travie McCoy: Billionaire spoof. LOTS OF HAIR! | iJustine,2.4M views,11 years ago
77,iJustine,6.89M subscribers,NEW MacBook Pro TouchBar Review! | iJustine,2.4M views,4 years ago
78,iJustine,6.89M subscribers,WATERSLIDE FEAR!!!! ..sea turtles and deadly birds!!!! | iJustine,2.4M views,11 years ago
79,iJustine,6.89M subscribers,🎁 Mystery Gift Unwrapping with Ro!,2.4M views,2 years ago
80,iJustine,6.89M subscribers,Shattered My iPhone (again),2.4M views,4 years ago
81,iJustine,6.89M subscribers,XBOX American Girl Doll!,2.4M views,2 years ago
82,iJustine,6.89M subscribers,iPHONE 5 UNBOXING!!! | iJustine,2.4M views,8 years ago
83,iJustine,6.89M subscribers,🌈 How to make a Rainbow Cake!,2.4M views,4 years ago
84,iJustine,6.89M subscribers,NEW AirPods 2 with Wireless Charging Unboxing!,2.3M views,2 years ago
85,iJustine,6.89M subscribers,THINNEST TV EVER! LG Signature OLED TV W Unboxing!,2.3M views,4 years ago
86,iJustine,6.89M subscribers,How to Make a Peanut Butter Jelly Sandwich in a Blender | iJustine,2.3M views,8 years ago
87,iJustine,6.89M subscribers,🍦 Making ICE CREAM in a BALL!,2.3M views,3 years ago
88,iJustine,6.89M subscribers,"😱 $1,145 iPhone Case!!",2.3M views,3 years ago
89,iJustine,6.89M subscribers,PlayStation 5 Unboxing! PS5 IS HERE!,2.3M views,8 months ago
90,iJustine,6.89M subscribers,Samsung Galaxy S8+ Unboxing,2.2M views,4 years ago
91,iJustine,6.89M subscribers,Samsung Galaxy Note 8 Unboxing + Test!,2.2M views,3 years ago
92,iJustine,6.89M subscribers,2 Weeks With iPhone 8!,2.2M views,3 years ago
93,iJustine,6.89M subscribers,$300 Apple Book,2.2M views,4 years ago
94,iJustine,6.89M subscribers,24 Hour Vlog! | iJustine,2.2M views,4 years ago
95,iJustine,6.89M subscribers,Naked 3D Body Scanner!,2.2M views,2 years ago
96,iJustine,6.89M subscribers,Amiibo Collection - 175 Amiibo into Zelda Breath of the Wild,2.2M views,4 years ago
97,iJustine,6.89M subscribers,iPhone 8 Camera Test,2.2M views,3 years ago
98,iJustine,6.89M subscribers,iPhone 5s unboxing! | iJustine,2.2M views,7 years ago
99,iJustine,6.89M subscribers,🌈 Starbucks Unicorn Frappuccino Taste Test!,2.2M views,4 years ago
100,iJustine,6.89M subscribers,🔴 LIVE MacBook Pro with Touch Bar Unboxing! | iJustine,2.1M views,Streamed 4 years ago
101,iJustine,6.89M subscribers,How to make LEGO Candy - LEGO Batman Minifigure!,2.1M views,4 years ago
102,iJustine,6.89M subscribers,OFFICIALLY MARRIED! | iJustine,2.1M views,5 years ago
103,iJustine,6.89M subscribers,2 Weeks with iPhone X,2.1M views,3 years ago
104,iJustine,6.89M subscribers,FIRST IN LINE FOR RED iPHONE!,2.1M views,4 years ago
105,iJustine,6.89M subscribers,New Memoji in iOS 13!,2.1M views,2 years ago
106,iJustine,6.89M subscribers,Apple Watch Series 1 Unboxing,2.1M views,6 years ago
107,iJustine,6.89M subscribers,Bruno Mars - Grenade [Official Music Video] Call of Duty SPOOF! | iJustine,2.1M views,10 years ago
108,iJustine,6.89M subscribers,Cutting Soap!,2.1M views,3 years ago
109,iJustine,6.89M subscribers,iPhone 6s Plus | iJustine,2.1M views,5 years ago
110,iJustine,6.89M subscribers,😡☕️ App Controlled Coffee Cup - IT DOESN'T WORK!!!,2.1M views,4 years ago
111,iJustine,6.89M subscribers,A week with my iPhone 7 | iJustine,2M views,4 years ago
112,iJustine,6.89M subscribers,How to Make Amazing Pancakes | iJustine Cooking,2M views,7 years ago
113,iJustine,6.89M subscribers,THE WORLD IS OUT OF IPHONES!!!!! | iJustine,2M views,12 years ago
114,iJustine,6.89M subscribers,FINALLY GOT AN IPHONE!! | iJustine,2M views,12 years ago
115,iJustine,6.89M subscribers,NEW iPad Air with TouchID!,2M views,8 months ago
116,iJustine,6.89M subscribers,PASSION FRUIT!!! | iJustine,2M views,11 years ago
117,iJustine,6.89M subscribers,Fight of the Living Dead: 4,2M views,6 years ago
118,iJustine,6.89M subscribers,NOM NOM NOM NOM (ask ij) NOM NOM NOM NOM NOM NOM | iJustine,1.9M views,10 years ago
119,iJustine,6.89M subscribers,Coolest iPhone Case Ever! | iJustine,1.9M views,6 years ago
120,iJustine,6.89M subscribers,Gave out 143 New Nintendo 3DS XL systems to everyone on this plane! | iJustine,1.9M views,4 years ago
121,iJustine,6.89M subscribers,iPad Pro Unboxing and Review,1.9M views,1 year ago
122,iJustine,6.89M subscribers,HomePod Unboxing!,1.9M views,3 years ago
123,iJustine,6.89M subscribers,I MET JUSTIN BIEBER! WANT HIS AUTOGRAPH?! | iJustine,1.9M views,11 years ago
124,iJustine,6.89M subscribers,Night Mode: iPhone 11 Pro Max vs Pixel 3a XL!,1.9M views,1 year ago
125,iJustine,6.89M subscribers,iMac Pro 18-Core Desk Setup!,1.9M views,3 years ago
126,iJustine,6.89M subscribers,🥔 POTATO CARVING CHALLENGE!,1.9M views,3 years ago
127,iJustine,6.89M subscribers,🍰 Nintendo Switch Splatoon Cake!!,1.9M views,3 years ago
128,iJustine,6.89M subscribers,SLOMO SKATE FAIL! | iJustine,1.8M views,7 years ago
129,iJustine,6.89M subscribers,Apple Watch Series 6 and SE Unboxing and first impressions!,1.8M views,9 months ago
130,iJustine,6.89M subscribers,iPhone 3GS SCAM!,1.8M views,4 years ago
131,iJustine,6.89M subscribers,EAT MY BURGER!!! | iJustine,1.8M views,12 years ago
132,iJustine,6.89M subscribers,New Pink iPod Touch!! (2019 7th Generation),1.8M views,2 years ago
133,iJustine,6.89M subscribers,How to Make Pizza | iJustine,1.8M views,7 years ago
134,iJustine,6.89M subscribers,NEW 2018 Mac Mini Unboxing!,1.8M views,2 years ago
135,iJustine,6.89M subscribers,Ceramic Apple Watch Series 2 Unboxing | Review | iJustine,1.8M views,4 years ago
136,iJustine,6.89M subscribers,Samsung S9+ Underwater Test!,1.8M views,3 years ago
137,iJustine,6.89M subscribers,2 CHICKS 1 HALLOWEEN [Interactive Halloween Adventure] | iJustine,1.8M views,11 years ago
138,iJustine,6.89M subscribers,Samsung Galaxy S10+ 1TB Unboxing!,1.8M views,2 years ago
139,iJustine,6.89M subscribers,Magic Cake Pop Maker!,1.8M views,4 years ago
140,iJustine,6.89M subscribers,Dropped my iPhone 11!!!!,1.7M views,1 year ago
141,iJustine,6.89M subscribers,Snapchat Spectacles Unboxing and review! | iJustine,1.7M views,4 years ago
142,iJustine,6.89M subscribers,Meet my new Robot TEMI!,1.7M views,1 year ago
143,iJustine,6.89M subscribers,💔🍰 How to make a Bleeding Heart Cake for Valentine's Day,1.7M views,4 years ago
144,iJustine,6.89M subscribers,SEXY DANCE TIME! | iJustine,1.7M views,11 years ago
145,iJustine,6.89M subscribers,Holiday Traditions with Google Store | iJustine,1.7M views,4 years ago
146,iJustine,6.89M subscribers,"""The Twitter Song"" - Rockin' Robin Spoof - I'm tweeting | iJustine",1.7M views,12 years ago
147,iJustine,6.89M subscribers,How to Make Pound Cake in a Blender | iJustine,1.7M views,8 years ago
148,iJustine,6.89M subscribers,Switching to Samsung Galaxy S8?,1.7M views,4 years ago
149,iJustine,6.89M subscribers,Making an Omelette in a Waffle Maker - What could go wrong?,1.7M views,4 years ago
150,iJustine,6.89M subscribers,How to Make an Oreo Firework Cake!,1.7M views,4 years ago
151,iJustine,6.89M subscribers,Gold MacBook unboxing | iJustine,1.7M views,6 years ago
152,iJustine,6.89M subscribers,CHICK GETS STITCHES!!! | iJustine,1.6M views,11 years ago
153,iJustine,6.89M subscribers,I got the Apple Card!,1.6M views,1 year ago
154,iJustine,6.89M subscribers,Nintendo Switch - One week!,1.6M views,4 years ago
155,iJustine,6.89M subscribers,💩 DOODY HEAD GAME WITH RO!,1.6M views,4 years ago
156,iJustine,6.89M subscribers,Nintendo Switch set up!,1.6M views,4 years ago
157,iJustine,6.89M subscribers,RED iPHONE 8 UNBOXING!!!,1.6M views,3 years ago
158,iJustine,6.89M subscribers,I GOT POOPED ON!!! | iJustine,1.6M views,12 years ago
159,iJustine,6.89M subscribers,What iPhone case do I use?,1.6M views,4 years ago
160,iJustine,6.89M subscribers,A NETFLIX TV?! Sony Master Series OLED A9F!,1.6M views,2 years ago
161,iJustine,6.89M subscribers,iPhone 8 + Apple Watch Series 3 Accessories,1.6M views,3 years ago
162,iJustine,6.89M subscribers,My Day at Apple with the new iPhone X!,1.6M views,3 years ago
163,iJustine,6.89M subscribers,Apple Watch Series 3 Unboxing - White and Gray Ceramic,1.6M views,3 years ago
164,iJustine,6.89M subscribers,Finally got the Nintendo Switch Lite!!!,1.6M views,1 year ago
165,iJustine,6.89M subscribers,PLANKING!!!!! | iJustine,1.6M views,10 years ago
166,iJustine,6.89M subscribers,What's on my original iPhone?,1.5M views,2 years ago
167,iJustine,6.89M subscribers,iPhone 12 Pro Max and Mini Unboxing,1.5M views,8 months ago
168,iJustine,6.89M subscribers,"CANCEL IT, B!@#$%! | iJustine",1.5M views,11 years ago
169,iJustine,6.89M subscribers,How to make DIRT CAKE | iJustine,1.5M views,5 years ago
170,iJustine,6.89M subscribers,Which one is better? GoPro Comparison! | iJustine,1.5M views,4 years ago
171,iJustine,6.89M subscribers,Visiting the Cupertino Apple Stores!,1.5M views,3 years ago
172,iJustine,6.89M subscribers,DOING MY THING AT THE APPLE STORE! DANCING! | iJustine,1.5M views,10 years ago
173,iJustine,6.89M subscribers,Britney Spears - Till The World Ends parody | iJustine,1.5M views,10 years ago
174,iJustine,6.89M subscribers,HOW TO BAKE A MOTHERS DAY CAKE! | iJustine,1.5M views,5 years ago
175,iJustine,6.89M subscribers,Ke$ha gets an iPad | iJustine,1.5M views,11 years ago
176,iJustine,6.89M subscribers,What's on my iPhone X?,1.4M views,3 years ago
177,iJustine,6.89M subscribers,Top iOS 12 Features,1.4M views,3 years ago
178,iJustine,6.89M subscribers,🌈 How to make Rainbow Cookies!,1.4M views,3 years ago
179,iJustine,6.89M subscribers,🎉 IT'S MY BIRTHDAY!!!!,1.4M views,4 years ago
180,iJustine,6.89M subscribers,OMG VIDEO GIRL! | iJustine,1.4M views,11 years ago
181,iJustine,6.89M subscribers,POOL PIRATE!!!! | iJustine,1.4M views,12 years ago
182,iJustine,6.89M subscribers,Numa Numa Bans me from his chat room | iJustine,1.4M views,13 years ago
183,iJustine,6.89M subscribers,"SHARK WEEK!!!! Enrique Iglesias - ""I like it"" (ft Pit Bull) SPOOF | iJustine",1.4M views,10 years ago
184,iJustine,6.89M subscribers,How To Bake An American Flag Cake | iJustine Cooking,1.4M views,7 years ago
185,iJustine,6.89M subscribers,Nintendo Switch HANDS ON! | iJustine,1.4M views,4 years ago
186,iJustine,6.89M subscribers,First in line for iPhone 7 at the Apple Store! | iJustine,1.4M views,4 years ago
187,iJustine,6.89M subscribers,"Ke$ha ""Take It Off"" Music Video to iJustine Dance it off spoof! | iJustine",1.4M views,10 years ago
188,iJustine,6.89M subscribers,Microsoft Surface Studio 2 Unboxing!,1.4M views,2 years ago
189,iJustine,6.89M subscribers,🚀 Zero Gravity Flight with Nintendo Switch!,1.4M views,4 years ago
190,iJustine,6.89M subscribers,Life with a puppy | iJustine,1.3M views,5 years ago
191,iJustine,6.89M subscribers,2018 MacBook Pro + Blackmagic eGPU Unboxing!,1.3M views,3 years ago
192,iJustine,6.89M subscribers,Massive 82 in Samsung QLED 8K with Apple TV unboxing!,1.3M views,1 year ago
193,iJustine,6.89M subscribers,MASSIVE Jelly Bean Taste Test with Ro!,1.3M views,2 years ago
194,iJustine,6.89M subscribers,House Organization Before and After! OMG!,1.3M views,2 years ago
195,iJustine,6.89M subscribers,Back to school tech haul!,1.3M views,2 years ago
196,iJustine,6.89M subscribers,My YouTube/Gaming setup! | iJustine,1.3M views,7 years ago
197,iJustine,6.89M subscribers,How to bake a MASSIVE OREO cake! | iJustine,1.3M views,5 years ago
198,iJustine,6.89M subscribers,iPhone 7!,1.3M views,5 years ago
199,iJustine,6.89M subscribers,4k Monitor Unboxing! | iJustine,1.3M views,4 years ago
200,Android Authority,3.36M subscribers,iPhone 5 vs Samsung Galaxy S3 Drop Test,18M views,8 years ago
201,Android Authority,3.36M subscribers,iPhone 5S and 5C Drop Test!,11M views,7 years ago
202,Android Authority,3.36M subscribers,Samsung Galaxy S4 Review,7M views,8 years ago
203,Android Authority,3.36M subscribers,Samsung Galaxy S3 vs. iPhone 4S Drop Test,4.5M views,9 years ago
204,Android Authority,3.36M subscribers,Samsung Galaxy S5 Review,4.3M views,7 years ago
205,Android Authority,3.36M subscribers,Samsung Galaxy S7 Edge Review,4.1M views,5 years ago
206,Android Authority,3.36M subscribers,How to take screenshots on Android,4M views,8 years ago
207,Android Authority,3.36M subscribers,How to Build a Basic Android Game in Just 7 Minutes (Unity),3.2M views,3 years ago
208,Android Authority,3.36M subscribers,Samsung Galaxy S6 Edge First Look!,3M views,6 years ago
209,Android Authority,3.36M subscribers,Samsung Galaxy Note 4 Review!,3M views,6 years ago
210,Android Authority,3.36M subscribers,Samsung Galaxy S3 Review,3M views,9 years ago
211,Android Authority,3.36M subscribers,How easy is it to capture data on public free Wi-Fi? - Gary explains,2.9M views,4 years ago
212,Android Authority,3.36M subscribers,Android 8.0 Oreo overview - Everything you need to know!,2.8M views,3 years ago
213,Android Authority,3.36M subscribers,OPPO Factory and Office Visit!,2.7M views,6 years ago
214,Android Authority,3.36M subscribers,Samsung Galaxy S6 First Look!,2.6M views,6 years ago
215,Android Authority,3.36M subscribers,Samsung Galaxy A5 Review!,2.4M views,6 years ago
216,Android Authority,3.36M subscribers,Samsung Galaxy Note 7 Hands-On,2.3M views,4 years ago
217,Android Authority,3.36M subscribers,Sony Xperia Z Ultra Review,2.3M views,7 years ago
218,Android Authority,3.36M subscribers,Samsung Galaxy S7 Review,2.2M views,5 years ago
219,Android Authority,3.36M subscribers,Samsung Galaxy Note Edge First Look!,2.1M views,6 years ago
220,Android Authority,3.36M subscribers,Sony Xperia Z2 Review!,2.1M views,7 years ago
221,Android Authority,3.36M subscribers,How to install a tablet in your car!,2M views,5 years ago
222,Android Authority,3.36M subscribers,22 best Android multiplayer games,2M views,6 years ago
223,Android Authority,3.36M subscribers,Why I Switched to iPhone (...and back again),2M views,5 years ago
224,Android Authority,3.36M subscribers,Writing your first Android app – everything you need to know,2M views,6 years ago
225,Android Authority,3.36M subscribers,Samsung Galaxy Note 5 - First Look!,1.9M views,5 years ago
226,Android Authority,3.36M subscribers,Samsung Galaxy S4 vs iPhone 5 Drop Test!,1.9M views,8 years ago
227,Android Authority,3.36M subscribers,Samsung Galaxy S8 and S8 Plus Hands-on: Welcome to a new era!,1.9M views,4 years ago
228,Android Authority,3.36M subscribers,Xiaomi Redmi Note 3 Review,1.9M views,5 years ago
229,Android Authority,3.36M subscribers,What is Stopping Flexible Displays From Taking Over?,1.9M views,5 years ago
230,Android Authority,3.36M subscribers,Samsung Galaxy S6 Review!,1.9M views,6 years ago
231,Android Authority,3.36M subscribers,iPhone 5 vs Samsung Galaxy S3,1.8M views,8 years ago
232,Android Authority,3.36M subscribers,Samsung Galaxy Tab S3 hands on,1.8M views,4 years ago
233,Android Authority,3.36M subscribers,Samsung Galaxy S5 vs iPhone 5S - Quick Look!,1.8M views,7 years ago
234,Android Authority,3.36M subscribers,Samsung Galaxy S6 Edge Tips & Tricks,1.8M views,6 years ago
235,Android Authority,3.36M subscribers,Samsung Galaxy S3 - How to perform a factory data reset : all 3 methods,1.8M views,8 years ago
236,Android Authority,3.36M subscribers,Sony Xperia Z5 Premium Vs Samsung Galaxy Note 5 Quick Look!,1.8M views,5 years ago
237,Android Authority,3.36M subscribers,Turing Phone First Look,1.8M views,6 years ago
238,Android Authority,3.36M subscribers,Samsung Gear S3 First Look,1.7M views,4 years ago
239,Android Authority,3.36M subscribers,Xiaomi Mi4 Review,1.7M views,6 years ago
240,Android Authority,3.36M subscribers,Samsung Galaxy S3 Mini Review!,1.7M views,8 years ago
241,Android Authority,3.36M subscribers,Why are Apple’s chips faster than Qualcomm’s? – Gary explains,1.6M views,3 years ago
242,Android Authority,3.36M subscribers,ASUS Zenfone 2 Review!,1.6M views,6 years ago
243,Android Authority,3.36M subscribers,HTC One vs iPhone 5 Drop Test!,1.6M views,8 years ago
244,Android Authority,3.36M subscribers,Huawei P10 and P10 Plus Review,1.6M views,4 years ago
245,Android Authority,3.36M subscribers,iPhone 6 vs 6 Plus Drop Test!,1.6M views,6 years ago
246,Android Authority,3.36M subscribers,How to use NFC on Android,1.5M views,8 years ago
247,Android Authority,3.36M subscribers,LG G5 Review!,1.5M views,5 years ago
248,Android Authority,3.36M subscribers,Sony Xperia Z1 Review,1.5M views,7 years ago
249,Android Authority,3.36M subscribers,Samsung Galaxy S8 Color Comparison: Which One's The Nicest?,1.5M views,4 years ago
250,Android Authority,3.36M subscribers,HTC One M9 Review!,1.4M views,6 years ago
251,Android Authority,3.36M subscribers,Apple iPhone 5 vs Samsung Galaxy Note 2,1.4M views,8 years ago
252,Android Authority,3.36M subscribers,Samsung Galaxy Note 4 First Look!,1.4M views,6 years ago
253,Android Authority,3.36M subscribers,DIY Google Cardboard (how to),1.4M views,5 years ago
254,Android Authority,3.36M subscribers,Huawei P9 review,1.4M views,5 years ago
255,Android Authority,3.36M subscribers,Xiaomi Mi 6 Hands-on: The $360 Flagship,1.4M views,4 years ago
256,Android Authority,3.36M subscribers,Sony Xperia XZ Premium Review,1.4M views,4 years ago
257,Android Authority,3.36M subscribers,Samsung Galaxy S4 vs Sony Xperia Z,1.4M views,8 years ago
258,Android Authority,3.36M subscribers,Should I charge my phone overnight?,1.3M views,4 years ago
259,Android Authority,3.36M subscribers,Huawei Ascend Mate 7 Review,1.3M views,6 years ago
260,Android Authority,3.36M subscribers,Samsung Galaxy S5 vs Galaxy S4 - Quick Look!,1.3M views,7 years ago
261,Android Authority,3.36M subscribers,Huawei P8 Lite Review!,1.3M views,6 years ago
262,Android Authority,3.36M subscribers,Samsung Galaxy S6 Edge Review!,1.2M views,6 years ago
263,Android Authority,3.36M subscribers,Samsung Galaxy A3 Review!,1.2M views,6 years ago
264,Android Authority,3.36M subscribers,Lenovo foldable smartphone and tablet concept first look,1.2M views,5 years ago
265,Android Authority,3.36M subscribers,Samsung Galaxy Note 7 Review!,1.2M views,4 years ago
266,Android Authority,3.36M subscribers,Samsung Galaxy S8 Review: Almost to Infinity,1.2M views,4 years ago
267,Android Authority,3.36M subscribers,Xiaomi Mi 5 Review!,1.2M views,5 years ago
268,Android Authority,3.36M subscribers,Google Play Music : Everything You Need to Know!,1.2M views,8 years ago
269,Android Authority,3.36M subscribers,Nexus 6 Review,1.2M views,6 years ago
270,Android Authority,3.36M subscribers,LG V10 Review!,1.2M views,5 years ago
271,Android Authority,3.36M subscribers,Samsung Galaxy Note 8 Hands On: Bigger and Better Where It Truly Counts,1.2M views,3 years ago
272,Android Authority,3.36M subscribers,Sony Xperia Z2 Drop Test!,1.2M views,7 years ago
273,Android Authority,3.36M subscribers,Samsung Galaxy S4 - 10 Tips & Tricks!,1.2M views,8 years ago
274,Android Authority,3.36M subscribers,Samsung Galaxy S4 : How to take a screenshot,1.2M views,8 years ago
275,Android Authority,3.36M subscribers,Samsung Galaxy Note Edge Review,1.2M views,6 years ago
276,Android Authority,3.36M subscribers,Samsung Galaxy S7 vs LG G5 - Hands On Impressions!,1.2M views,5 years ago
277,Android Authority,3.36M subscribers,LG G5 Camera Module Demonstration,1.2M views,5 years ago
278,Android Authority,3.36M subscribers,LG G5 Hands On and Modules First Look!,1.2M views,5 years ago
279,Android Authority,3.36M subscribers,Samsung Galaxy S4 Mini Review,1.2M views,7 years ago
280,Android Authority,3.36M subscribers,Sony Xperia Z3 Review!,1.1M views,6 years ago
281,Android Authority,3.36M subscribers,Xiaomi Mi Max Review,1.1M views,5 years ago
282,Android Authority,3.36M subscribers,Samsung Galaxy Note 5 Review,1.1M views,5 years ago
283,Android Authority,3.36M subscribers,What is a VPN? - Gary explains,1.1M views,5 years ago
284,Android Authority,3.36M subscribers,Nokia 8 Hands-On: The First Android Nokia Flagship,1.1M views,3 years ago
285,Android Authority,3.36M subscribers,Sony Xperia Z1 Drop Test!,1.1M views,7 years ago
286,Android Authority,3.36M subscribers,Leaked: Galaxy S7 in the flesh,1.1M views,5 years ago
287,Android Authority,3.36M subscribers,Samsung Galaxy A8 Review!,1.1M views,5 years ago
